date,time,city,tempC,tempF,windspeedMiles,windspeedKmph,winddirDegree,winddir16Point,weatherCode,weatherDesc,precipMM,precipInches,humidity,visibility,visibilityMiles,pressure,pressureInches,cloudcover,HeatIndexC,HeatIndexF,DewPointC,DewPointF,WindChillC,WindChillF,WindGustMiles,WindGustKmph,FeelsLikeC,FeelsLikeF,uvIndex
2021-02-13,1200,Houston,5,40,11,18,26,NNE,266,Light drizzle,0.1,0.0,69,7,4,1021,31,100,5,40,-1,31,1,33,13,21,1,33,1
2021-02-13,1500,Houston,4,40,11,18,28,NNE,122,Overcast,1.6,0.1,71,9,5,1019,31,100,4,40,-1,31,0,33,14,22,0,33,1
2021-02-13,1800,Houston,2,36,10,17,26,NNE,296,Light rain,0.8,0.0,66,10,6,1019,31,100,5,41,-1,30,1,34,13,21,1,34,1
2021-02-13,2100,Houston,-2,28,10,16,24,NNE,122,Overcast,0.0,0.0,62,10,6,1020,31,100,2,35,-2,29,-2,28,13,21,-2,28,1
2021-02-14,0,Houston,7,45,10,16,43,NE,116,Partly cloudy,0.1,0.0,58,10,6,1019,31,69,7,45,-1,31,4,40,13,21,4,40,1
2021-02-14,300,Houston,6,43,10,17,50,NE,176,Patchy rain possible,0.0,0.0,58,10,6,1018,31,82,6,43,-2,29,3,37,13,21,3,37,1
2021-02-14,600,Houston,5,42,10,15,47,NE,119,Cloudy,0.0,0.0,59,10,6,1018,31,75,5,42,-2,28,2,36,12,19,2,36,2
2021-02-14,900,Houston,5,40,9,15,56,NE,119,Cloudy,0.0,0.0,62,10,6,1019,31,55,5,40,-2,28,1,34,12,19,1,34,1
2021-02-14,1200,Houston,5,41,9,15,60,ENE,116,Partly cloudy,0.0,0.0,63,10,6,1019,31,74,5,41,-1,29,2,36,11,18,2,36,3
2021-02-14,1500,Houston,6,44,9,15,44,NE,119,Cloudy,0.1,0.0,62,10,6,1017,30,96,6,44,0,31,4,38,11,18,4,38,2
2021-02-14,1800,Houston,4,39,9,14,29,NNE,176,Patchy rain possible,0.0,0.0,61,10,6,1017,30,100,6,43,0,32,3,38,11,18,3,38,1
2021-02-14,2100,Houston,-1,31,11,17,31,NNE,122,Overcast,0.0,0.0,60,10,6,1018,31,82,2,35,-1,30,-1,31,14,22,-1,31,1
2021-02-15,0,Houston,0,33,12,19,7,N,266,Light drizzle,0.1,0.0,74,7,4,1021,31,100,0,33,-4,25,-5,24,15,23,-5,24,1
2021-02-15,300,Houston,-1,29,13,21,231,SW,122,Overcast,1.3,0.1,81,9,5,1022,31,100,-1,29,-4,24,-7,19,17,27,-7,19,1
2021-02-15,600,Houston,-5,23,16,26,341,NNW,350,Ice pellets,4.5,0.2,88,8,4,1023,31,100,-5,23,-7,20,-13,9,21,34,-13,9,1
2021-02-15,900,Houston,-8,18,16,26,340,NNW,350,Ice pellets,3.7,0.1,91,8,4,1025,31,100,-8,18,-9,15,-16,3,21,34,-16,3,1
2021-02-15,1200,Houston,-8,18,15,23,335,NNW,350,Ice pellets,2.9,0.1,90,4,2,1026,31,100,-8,18,-9,15,-16,3,18,30,-16,3,1
2021-02-15,1500,Houston,-6,21,13,22,331,NNW,338,Heavy snow,1.1,0.0,88,7,4,1025,31,100,-6,21,-8,18,-13,8,16,26,-13,8,1
2021-02-15,1800,Houston,-7,20,11,18,332,NNW,326,Light snow,0.1,0.0,88,8,4,1025,31,96,-7,20,-9,17,-14,8,15,23,-14,8,1
2021-02-15,2100,Houston,-9,16,11,17,344,NNW,371,Moderate or heavy snow showers,0.0,0.0,89,9,5,1026,31,46,-9,16,-10,13,-16,4,15,24,-16,4,1
2021-02-16,0,Houston,-11,12,9,14,344,NNW,116,Partly cloudy,0.0,0.0,92,10,6,1027,31,21,-11,12,-12,10,-18,0,13,20,-18,0,1
2021-02-16,300,Houston,-12,11,6,10,349,NNW,116,Partly cloudy,0.0,0.0,93,10,6,1026,31,25,-12,11,-13,9,-17,1,9,15,-17,1,1
2021-02-16,600,Houston,-12,10,6,9,344,NNW,116,Partly cloudy,0.0,0.0,93,10,6,1026,31,34,-12,10,-13,8,-18,0,8,13,-18,0,2
2021-02-16,900,Houston,-11,12,5,8,129,SE,116,Partly cloudy,0.0,0.0,90,10,6,1026,31,21,-11,12,-12,10,-16,4,6,10,-16,4,2
2021-02-16,1200,Houston,-5,22,4,6,53,NE,116,Partly cloudy,0.0,0.0,85,10,6,1025,31,6,-5,22,-8,19,-8,17,4,7,-8,17,2
2021-02-16,1500,Houston,-2,29,5,8,103,ESE,116,Partly cloudy,0.0,0.0,85,10,6,1021,31,28,-2,29,-4,25,-5,23,6,9,-5,23,2
2021-02-16,1800,Houston,-2,29,4,6,101,ESE,116,Partly cloudy,0.0,0.0,90,10,6,1019,31,71,-2,29,-3,26,-4,24,5,8,-4,24,1
2021-02-16,2100,Houston,-5,22,8,13,75,ENE,119,Cloudy,0.0,0.0,92,10,6,1018,31,96,-4,25,-3,26,-6,21,12,20,-6,21,1
2021-02-17,0,Houston,-3,27,8,12,67,ENE,122,Overcast,0.0,0.0,90,10,6,1018,31,95,-2,29,-2,29,-5,23,11,18,-5,23,1
2021-02-17,300,Houston,0,32,9,14,60,ENE,122,Overcast,0.2,0.0,93,4,2,1016,30,98,0,32,-1,30,-4,24,13,21,-4,24,1
2021-02-17,600,Houston,0,32,10,15,65,ENE,284,Heavy freezing drizzle,0.7,0.0,95,6,3,1014,30,100,0,32,-1,31,-4,24,15,24,-4,24,1
2021-02-17,900,Houston,1,33,10,16,58,ENE,296,Light rain,1.6,0.1,98,9,5,1014,30,100,1,33,0,33,-4,25,16,26,-4,25,1
2021-02-17,1200,Houston,2,35,10,16,37,NE,296,Light rain,6.1,0.2,99,6,3,1013,30,100,2,35,2,35,-2,28,18,29,-2,28,1
2021-02-17,1500,Houston,3,37,10,16,25,NNE,308,Heavy rain,5.5,0.2,99,6,3,1011,30,100,3,37,3,37,-1,30,17,27,-1,30,1
2021-02-17,1800,Houston,0,33,9,14,10,N,302,Moderate rain,4.2,0.2,97,7,4,1012,30,100,2,35,3,37,-1,31,14,23,-1,31,1
2021-02-17,2100,Houston,-5,23,12,19,2,N,302,Moderate rain,1.4,0.1,94,9,5,1014,30,96,-3,27,2,36,-5,23,17,27,-5,23,1
2021-02-18,0,Houston,2,35,9,15,354,N,119,Cloudy,0.0,0.0,91,10,6,1017,31,95,3,37,3,37,-1,31,14,23,-1,31,1
2021-02-18,300,Houston,3,38,9,14,353,N,122,Overcast,0.0,0.0,87,10,6,1018,31,95,3,38,2,35,0,32,12,20,0,32,1
2021-02-18,600,Houston,2,36,11,18,347,NNW,122,Overcast,0.0,0.0,84,10,6,1020,31,98,2,36,0,32,-2,28,15,24,-2,28,1
2021-02-18,900,Houston,2,35,12,19,349,N,122,Overcast,0.0,0.0,78,10,6,1022,31,73,2,35,-2,29,-3,27,15,24,-3,27,1
2021-02-18,1200,Houston,4,39,12,20,347,NNW,116,Partly cloudy,0.0,0.0,67,10,6,1025,31,60,4,39,-2,29,0,32,14,23,0,32,2
2021-02-18,1500,Houston,6,43,13,22,341,NNW,116,Partly cloudy,0.0,0.0,62,10,6,1025,31,47,6,43,-1,30,2,36,15,24,2,36,3
2021-02-18,1800,Houston,4,40,13,21,339,NNW,116,Partly cloudy,0.0,0.0,66,10,6,1027,31,73,4,40,-2,29,0,32,16,26,0,32,1
2021-02-18,2100,Houston,2,35,12,20,350,N,122,Overcast,0.0,0.0,70,10,6,1030,31,91,2,35,-3,27,-3,27,15,25,-3,27,1
2021-02-19,0,Houston,1,34,11,17,355,N,122,Overcast,0.0,0.0,76,10,6,1032,31,100,1,34,-3,27,-4,26,14,23,-4,26,1
2021-02-19,300,Houston,1,33,10,15,349,NNW,122,Overcast,0.0,0.0,77,10,6,1032,31,92,1,33,-3,26,-4,25,13,20,-4,25,1
2021-02-19,600,Houston,-1,30,9,14,347,NNW,122,Overcast,0.0,0.0,78,10,6,1033,31,44,-1,30,-4,24,-5,22,11,18,-5,22,1
2021-02-19,900,Houston,0,32,7,11,125,SE,116,Partly cloudy,0.0,0.0,72,10,6,1034,31,7,0,32,-4,24,-3,26,8,13,-3,26,2
2021-02-19,1200,Houston,5,41,5,9,226,SW,113,Sunny,0.0,0.0,56,10,6,1034,31,0,5,41,-3,26,3,37,6,10,3,37,3
2021-02-19,1500,Houston,8,46,6,10,323,NW,113,Sunny,0.0,0.0,49,10,6,1032,31,0,8,46,-3,28,6,42,8,12,6,42,3
2021-02-19,1800,Houston,5,42,6,9,336,NNW,113,Clear,0.0,0.0,55,10,6,1031,31,0,8,47,0,32,5,40,6,10,5,40,1
2021-02-19,2100,Houston,1,35,4,6,135,SE,113,Clear,0.0,0.0,68,10,6,1031,31,0,5,42,2,35,1,35,4,7,1,35,1
2021-02-20,0,Houston,7,45,3,5,324,NW,113,Clear,0.0,0.0,67,10,6,1031,31,0,7,45,2,35,7,44,4,6,7,44,1
2021-02-20,300,Houston,7,44,3,4,118,ESE,113,Clear,0.0,0.0,72,10,6,1030,31,0,7,44,2,35,6,43,3,5,6,43,1
2021-02-20,600,Houston,5,41,3,5,58,ENE,113,Sunny,0.0,0.0,78,10,6,1030,31,0,5,41,2,35,4,40,4,6,4,40,3
2021-02-20,900,Houston,6,43,4,6,106,ESE,113,Sunny,0.0,0.0,73,10,6,1030,31,0,6,43,2,35,5,41,5,8,5,41,3
2021-02-20,1200,Houston,11,51,6,9,144,SE,113,Sunny,0.0,0.0,57,10,6,1030,31,0,11,51,2,36,10,50,6,10,10,50,4
2021-02-20,1500,Houston,14,58,8,12,158,SSE,113,Sunny,0.0,0.0,48,10,6,1027,31,0,14,58,4,38,14,56,9,14,14,56,4
2021-02-20,1800,Houston,13,55,9,15,151,SSE,113,Clear,0.0,0.0,59,10,6,1025,31,2,13,55,5,40,11,52,13,20,11,52,1
2021-02-20,2100,Houston,10,50,10,15,138,SE,116,Partly cloudy,0.0,0.0,73,10,6,1025,31,21,10,50,6,42,8,47,15,24,8,47,1
2021-02-21,0,Houston,9,49,8,13,134,SE,116,Partly cloudy,0.0,0.0,81,10,6,1025,31,30,9,49,6,43,7,45,15,23,7,45,1
2021-02-21,300,Houston,9,49,7,11,133,SE,116,Partly cloudy,0.0,0.0,90,10,6,1023,31,32,9,49,8,46,8,46,13,21,8,46,1
2021-02-21,600,Houston,10,51,7,11,139,SE,116,Partly cloudy,0.0,0.0,92,10,6,1022,31,60,10,51,9,48,9,48,14,23,9,48,4
2021-02-21,900,Houston,12,54,8,12,156,SSE,119,Cloudy,0.0,0.0,87,10,6,1021,31,55,12,54,10,50,11,52,14,23,11,52,3
2021-02-21,1200,Houston,15,60,7,12,174,S,116,Partly cloudy,0.1,0.0,78,10,6,1021,31,67,15,60,11,53,15,59,12,19,15,59,5
2021-02-21,1500,Houston,17,63,6,9,187,S,176,Patchy rain possible,0.1,0.0,74,10,6,1020,31,92,17,63,12,54,17,63,9,14,17,63,4
2021-02-21,1800,Houston,17,62,4,6,195,SSW,176,Patchy rain possible,0.2,0.0,81,10,6,1020,31,95,17,62,13,56,17,62,6,10,17,62,1
2021-02-21,2100,Houston,16,60,2,4,209,SSW,353,Light rain shower,0.1,0.0,88,10,6,1021,31,82,16,60,14,56,16,60,5,8,16,60,1
2021-02-22,0,Houston,14,58,7,12,291,WNW,176,Patchy rain possible,0.3,0.0,89,9,5,1023,31,76,14,58,12,54,13,56,13,21,13,56,1
2021-02-22,300,Houston,12,54,10,16,349,NNW,176,Patchy rain possible,0.1,0.0,72,10,6,1024,31,31,12,54,7,45,10,51,16,26,10,51,1
2021-02-22,600,Houston,10,50,10,16,123,ESE,116,Partly cloudy,0.0,0.0,61,10,6,1025,31,3,10,50,3,37,8,46,15,25,8,46,4
2021-02-22,900,Houston,11,51,9,14,10,N,113,Sunny,0.0,0.0,53,10,6,1027,31,0,11,51,1,34,9,47,11,18,9,47,4
2021-02-22,1200,Houston,15,59,8,13,11,N,113,Sunny,0.0,0.0,32,10,6,1028,31,0,15,59,-3,28,14,58,9,15,14,58,4
2021-02-22,1500,Houston,19,66,7,11,8,N,113,Sunny,0.0,0.0,18,10,6,1025,31,0,19,66,-6,22,19,66,8,13,19,66,5
2021-02-22,1800,Houston,20,68,5,8,25,NNE,113,Clear,0.0,0.0,21,10,6,1024,31,0,20,68,-3,26,20,68,6,9,20,68,1
2021-02-22,2100,Houston,18,64,4,6,60,ENE,113,Clear,0.0,0.0,29,10,6,1025,31,0,18,64,-1,31,18,64,4,7,18,64,1
2021-02-23,0,Houston,16,61,3,4,96,E,113,Clear,0.0,0.0,37,10,6,1025,31,0,16,61,2,35,16,61,3,5,16,61,1
2021-02-23,300,Houston,14,58,3,5,131,SE,113,Clear,0.0,0.0,44,10,6,1024,31,0,14,58,2,36,15,58,3,5,15,58,1
2021-02-23,600,Houston,13,55,3,5,162,SSE,113,Sunny,0.0,0.0,50,10,6,1023,31,0,13,55,2,36,13,55,4,6,13,55,4
2021-02-23,900,Houston,13,56,4,7,159,SSE,113,Sunny,0.0,0.0,50,10,6,1023,31,0,13,56,3,37,13,55,5,9,13,55,4
2021-02-23,1200,Houston,17,63,7,12,160,SSE,113,Sunny,0.0,0.0,41,10,6,1023,31,0,17,63,3,38,17,62,8,13,17,62,5
2021-02-23,1500,Houston,19,67,10,16,163,SSE,113,Sunny,0.0,0.0,37,10,6,1020,31,2,19,67,4,39,19,67,12,19,19,67,5
2021-02-23,1800,Houston,17,63,11,18,159,SSE,116,Partly cloudy,0.0,0.0,47,10,6,1018,31,3,17,63,5,42,17,63,15,23,17,63,1
2021-02-23,2100,Houston,14,58,11,17,154,SSE,116,Partly cloudy,0.0,0.0,60,10,6,1018,31,1,14,58,7,44,14,56,16,26,14,56,1
2021-02-24,0,Houston,15,58,9,14,167,SSE,116,Partly cloudy,0.0,0.0,64,10,6,1018,31,4,15,58,8,46,14,57,15,24,14,57,1
2021-02-24,300,Houston,14,58,7,12,168,SSE,116,Partly cloudy,0.0,0.0,78,10,6,1017,31,59,14,58,11,51,14,57,13,21,14,57,1
2021-02-24,600,Houston,15,58,5,8,173,S,119,Cloudy,0.0,0.0,93,3,2,1017,31,95,15,58,13,56,14,58,9,15,14,58,3
2021-02-24,900,Houston,17,62,5,8,191,S,248,Fog,0.0,0.0,96,1,0,1018,31,100,17,62,16,61,17,62,8,13,17,62,4
2021-02-24,1200,Houston,19,65,4,7,196,SSW,143,Mist,0.0,0.0,95,2,1,1019,31,92,19,65,18,64,19,65,7,12,19,65,4
2021-02-24,1500,Houston,20,68,3,5,227,SW,143,Mist,0.3,0.0,93,7,4,1018,31,89,20,68,19,66,20,68,5,8,20,68,4
2021-02-24,1800,Houston,20,67,2,4,309,NW,353,Light rain shower,0.7,0.0,94,10,6,1017,31,86,20,67,19,66,20,67,4,7,20,67,1
2021-02-24,2100,Houston,19,66,2,3,137,SE,353,Light rain shower,0.6,0.0,96,10,6,1019,31,95,19,66,18,65,19,66,3,5,19,66,1
2021-02-25,0,Houston,20,67,6,10,196,SSW,353,Light rain shower,0.3,0.0,90,10,6,1019,31,79,20,67,18,64,20,67,11,17,20,67,1
2021-02-25,300,Houston,19,66,3,5,233,SW,353,Light rain shower,0.3,0.0,92,10,6,1019,31,76,19,66,18,64,19,66,6,9,19,66,1
2021-02-25,600,Houston,18,65,1,2,132,SE,353,Light rain shower,0.3,0.0,94,10,6,1019,31,87,18,65,17,63,18,65,2,4,18,65,4
2021-02-25,900,Houston,18,64,3,5,49,NE,353,Light rain shower,0.1,0.0,89,10,6,1020,31,98,18,64,16,61,18,64,5,8,18,64,4
2021-02-25,1200,Houston,19,67,5,9,50,NE,122,Overcast,0.1,0.0,80,10,6,1021,31,100,19,67,16,60,19,67,7,12,19,67,4
2021-02-25,1500,Houston,19,67,6,10,94,E,176,Patchy rain possible,1.1,0.0,86,9,5,1019,31,100,19,67,17,62,19,67,8,13,19,67,4
2021-02-25,1800,Houston,19,66,6,10,131,SE,296,Light rain,2.3,0.1,92,8,4,1018,31,100,19,66,18,64,19,66,9,14,19,66,1
2021-02-25,2100,Houston,19,65,4,7,168,SSE,302,Moderate rain,1.3,0.1,95,4,2,1018,31,94,19,65,18,64,19,65,7,11,19,65,1
2021-02-26,0,Houston,19,65,8,12,146,SE,353,Light rain shower,0.3,0.0,92,10,6,1016,30,90,19,65,17,63,19,65,12,19,19,65,1
2021-02-26,300,Houston,19,65,6,10,157,SSE,353,Light rain shower,0.2,0.0,95,5,2,1015,30,89,19,65,18,64,19,65,10,17,19,65,1
2021-02-26,600,Houston,19,66,4,6,140,SE,143,Mist,0.1,0.0,97,1,0,1014,30,94,19,66,18,65,19,66,6,10,19,66,4
2021-02-26,900,Houston,19,66,5,9,139,SE,248,Fog,0.2,0.0,97,7,4,1015,30,90,19,66,19,66,19,66,9,14,19,66,4
2021-02-26,1200,Houston,22,72,10,16,162,SSE,353,Light rain shower,0.6,0.0,80,10,6,1015,30,81,23,74,18,65,22,72,13,21,23,74,5
2021-02-26,1500,Houston,25,76,13,21,172,S,353,Light rain shower,0.4,0.0,66,10,6,1013,30,82,26,79,18,64,25,76,16,25,26,79,5
2021-02-26,1800,Houston,23,74,12,19,170,S,353,Light rain shower,0.1,0.0,71,10,6,1012,30,80,25,77,18,64,23,74,15,24,25,77,1
2021-02-26,2100,Houston,22,71,10,15,165,SSE,119,Cloudy,0.1,0.0,80,10,6,1013,30,77,24,76,18,64,22,71,13,22,22,71,1
2021-02-27,0,Houston,21,69,6,10,162,SSE,119,Cloudy,0.0,0.0,86,10,6,1014,30,63,22,71,18,65,21,69,10,15,21,69,1
2021-02-27,300,Houston,20,67,6,10,156,SSE,116,Partly cloudy,0.0,0.0,95,3,2,1013,30,85,20,67,19,66,20,67,11,17,20,67,1
2021-02-27,600,Houston,19,67,6,10,152,SSE,248,Fog,0.0,0.0,98,0,0,1013,30,100,19,67,19,66,19,67,10,16,19,67,4
2021-02-27,900,Houston,20,69,7,12,152,SSE,248,Fog,0.0,0.0,93,7,4,1014,30,100,20,69,19,67,20,69,11,17,20,69,5
2021-02-27,1200,Houston,23,73,10,15,163,SSE,122,Overcast,0.1,0.0,79,10,6,1015,30,96,24,75,19,66,23,73,13,20,24,75,5
2021-02-27,1500,Houston,25,77,12,19,168,SSE,176,Patchy rain possible,0.0,0.0,66,10,6,1013,30,45,26,80,18,64,25,77,14,23,26,80,5
2021-02-27,1800,Houston,24,75,11,18,164,SSE,116,Partly cloudy,0.1,0.0,74,10,6,1012,30,68,26,78,19,66,24,75,15,23,26,78,1
2021-02-27,2100,Houston,22,72,9,15,152,SSE,176,Patchy rain possible,0.0,0.0,85,10,6,1013,30,94,25,76,19,67,22,72,13,21,25,76,1
2021-02-28,0,Houston,22,71,10,16,169,SSE,176,Patchy rain possible,0.1,0.0,89,10,6,1014,30,98,24,76,20,68,22,71,15,24,22,71,1
2021-02-28,300,Houston,22,71,9,14,166,SSE,176,Patchy rain possible,0.0,0.0,90,10,6,1013,30,100,24,76,20,68,22,71,14,22,22,71,1
2021-02-28,600,Houston,21,70,8,13,162,SSE,122,Overcast,0.0,0.0,91,10,6,1013,30,98,22,72,20,67,21,70,13,20,21,70,5
2021-02-28,900,Houston,22,71,9,15,165,SSE,122,Overcast,0.0,0.0,88,10,6,1014,30,99,23,74,20,67,22,71,13,22,22,71,5
2021-02-28,1200,Houston,23,73,10,15,178,S,122,Overcast,0.0,0.0,80,10,6,1015,30,100,25,77,19,67,23,73,13,21,25,77,5
2021-02-28,1500,Houston,25,77,10,17,179,S,122,Overcast,0.1,0.0,72,10,6,1013,30,100,27,80,20,67,25,77,13,21,27,80,6
2021-02-28,1800,Houston,25,76,9,15,179,S,176,Patchy rain possible,0.0,0.0,75,10,6,1012,30,100,27,80,20,68,25,76,12,19,27,80,1
2021-02-28,2100,Houston,23,73,8,13,174,S,122,Overcast,0.0,0.0,85,10,6,1013,30,84,25,77,20,68,23,73,11,18,25,77,1
2021-03-01,0,Houston,21,70,7,12,176,S,119,Cloudy,0.3,0.0,92,10,6,1013,30,69,22,72,20,68,21,70,11,18,21,70,1
2021-03-01,300,Houston,21,69,8,13,180,S,353,Light rain shower,0.8,0.0,95,10,6,1013,30,90,21,69,20,68,21,69,12,19,21,69,1
2021-03-01,600,Houston,20,69,5,8,239,WSW,353,Light rain shower,2.8,0.1,96,8,4,1014,30,100,20,69,20,68,20,69,8,13,20,69,5
2021-03-01,900,Houston,21,69,4,6,305,NW,356,Moderate or heavy rain shower,1.6,0.1,88,9,5,1016,30,100,21,69,19,65,21,69,5,8,21,69,5
2021-03-01,1200,Houston,21,70,7,11,325,NW,353,Light rain shower,1.0,0.0,80,10,6,1017,31,100,23,74,17,63,21,70,9,14,21,70,5
2021-03-01,1500,Houston,19,66,9,15,324,NW,353,Light rain shower,5.1,0.2,83,8,4,1017,31,100,20,68,16,61,19,66,15,23,19,66,4
2021-03-01,1800,Houston,18,64,10,17,341,NNW,356,Moderate or heavy rain shower,8.4,0.3,83,6,3,1018,31,100,18,64,15,58,18,64,18,29,18,64,1
2021-03-01,2100,Houston,16,61,12,19,341,NNW,308,Heavy rain,3.0,0.1,80,8,5,1020,31,100,16,61,13,55,16,61,17,27,16,61,1
2021-03-02,0,Houston,15,59,9,14,31,NNE,302,Moderate rain,5.5,0.2,83,7,4,1021,31,100,15,59,12,54,15,58,11,18,15,58,1
2021-03-02,300,Houston,15,58,7,12,246,WSW,302,Moderate rain,2.5,0.1,83,4,2,1020,31,100,15,58,12,53,14,57,9,15,14,57,1
2021-03-02,600,Houston,14,57,10,16,337,NNW,266,Light drizzle,0.8,0.0,82,7,4,1020,31,100,14,57,11,52,13,55,13,20,13,55,3
2021-03-02,900,Houston,14,56,12,19,334,NNW,296,Light rain,0.3,0.0,73,10,6,1021,31,53,14,56,9,48,12,54,14,23,12,54,3
2021-03-02,1200,Houston,16,60,13,21,337,NNW,116,Partly cloudy,0.0,0.0,58,10,6,1022,31,12,16,60,7,45,15,59,15,24,15,59,5
2021-03-02,1500,Houston,18,64,13,21,336,NNW,116,Partly cloudy,0.0,0.0,46,10,6,1020,31,1,18,64,6,43,18,64,15,24,18,64,5
2021-03-02,1800,Houston,16,62,12,19,348,NNW,113,Clear,0.0,0.0,46,10,6,1019,31,0,16,62,5,41,16,62,14,23,16,62,1
2021-03-02,2100,Houston,14,57,10,16,124,ESE,113,Clear,0.0,0.0,52,10,6,1021,31,0,14,57,4,40,13,55,13,21,13,55,1
2021-03-03,0,Houston,12,54,7,12,39,NE,116,Partly cloudy,0.0,0.0,65,10,6,1022,31,11,12,54,6,42,11,52,9,15,11,52,1
2021-03-03,300,Houston,11,52,6,10,42,NE,116,Partly cloudy,0.0,0.0,70,10,6,1022,31,13,11,52,6,42,10,50,8,12,10,50,1
2021-03-03,600,Houston,11,52,5,8,39,NE,116,Partly cloudy,0.0,0.0,73,10,6,1022,31,6,11,52,6,43,10,50,6,10,10,50,4
2021-03-03,900,Houston,12,53,4,7,50,NE,116,Partly cloudy,0.0,0.0,66,10,6,1023,31,3,12,53,6,42,11,53,5,8,11,53,4
2021-03-03,1200,Houston,16,61,4,6,63,ENE,116,Partly cloudy,0.0,0.0,44,10,6,1023,31,6,16,61,3,38,16,60,4,6,16,60,5
2021-03-03,1500,Houston,21,70,2,3,63,ENE,116,Partly cloudy,0.0,0.0,28,10,6,1021,31,4,21,70,2,35,21,70,2,4,21,70,6
2021-03-03,1800,Houston,21,69,2,3,113,ESE,116,Partly cloudy,0.0,0.0,28,10,6,1020,31,8,21,70,2,35,21,69,2,4,21,69,1
2021-03-03,2100,Houston,17,63,5,8,166,SSE,116,Partly cloudy,0.0,0.0,48,10,6,1021,31,17,20,68,5,40,17,63,6,10,17,63,1
2021-01-01,0,Houston,10,50,16,26,233,SW,119,Cloudy,0.0,0.0,72,10,6,1008,30,56,10,50,5,41,7,44,20,32,7,44,1
2021-01-01,300,Houston,8,47,14,23,250,WSW,116,Partly cloudy,0.0,0.0,70,10,6,1009,30,31,8,47,3,38,5,41,19,30,5,41,1
2021-01-01,600,Houston,8,46,12,19,264,W,116,Partly cloudy,0.0,0.0,69,10,6,1012,30,17,8,46,3,37,5,40,16,26,5,40,3
2021-01-01,900,Houston,9,47,9,15,262,W,116,Partly cloudy,0.0,0.0,66,10,6,1015,30,5,9,47,3,37,6,43,11,18,6,43,3
2021-01-01,1200,Houston,12,53,8,13,274,W,113,Sunny,0.0,0.0,57,10,6,1016,30,0,12,53,4,38,10,50,10,15,10,50,4
2021-01-01,1500,Houston,15,60,8,13,285,WNW,113,Sunny,0.0,0.0,52,10,6,1016,30,0,15,60,6,42,15,59,9,14,15,59,5
2021-01-01,1800,Houston,15,60,8,12,301,WNW,113,Clear,0.0,0.0,57,10,6,1016,30,0,15,60,7,44,15,59,9,14,15,59,1
2021-01-01,2100,Houston,13,56,8,12,320,NW,113,Clear,0.0,0.0,62,10,6,1019,31,7,13,56,6,43,12,54,10,15,12,54,1
2021-01-02,0,Houston,11,51,7,12,333,NNW,116,Partly cloudy,0.0,0.0,67,10,6,1021,31,7,11,51,5,40,9,48,9,15,9,48,1
2021-01-02,300,Houston,9,48,8,13,318,NW,116,Partly cloudy,0.0,0.0,68,10,6,1021,31,2,9,48,3,38,7,45,10,16,7,45,1
2021-01-02,600,Houston,8,46,8,13,305,NW,113,Sunny,0.0,0.0,69,10,6,1022,31,2,8,46,2,36,5,41,11,17,5,41,3
2021-01-02,900,Houston,7,45,9,14,308,NW,116,Partly cloudy,0.0,0.0,68,10,6,1023,31,8,7,45,2,35,5,41,11,17,5,41,3
2021-01-02,1200,Houston,10,50,9,15,314,NW,116,Partly cloudy,0.0,0.0,57,10,6,1023,31,3,10,50,2,35,8,46,11,17,8,46,4
2021-01-02,1500,Houston,13,55,10,15,312,NW,113,Sunny,0.0,0.0,48,10,6,1021,31,0,13,55,2,36,12,53,11,18,12,53,4
2021-01-02,1800,Houston,14,57,8,13,318,NW,113,Clear,0.0,0.0,49,10,6,1021,31,0,14,57,3,38,13,55,9,15,13,55,1
2021-01-02,2100,Houston,11,51,4,6,292,WNW,113,Clear,0.0,0.0,53,10,6,1022,31,0,13,56,5,41,10,50,4,7,10,50,1
2021-01-03,0,Houston,10,50,3,5,228,SW,113,Clear,0.0,0.0,48,10,6,1022,31,0,11,53,3,37,10,50,3,5,10,50,1
2021-01-03,300,Houston,11,53,5,8,207,SSW,113,Clear,0.0,0.0,51,10,6,1021,31,0,11,53,2,35,11,51,5,8,11,51,1
2021-01-03,600,Houston,10,51,5,8,206,SSW,113,Sunny,0.0,0.0,54,10,6,1021,31,0,10,51,2,35,10,49,6,9,10,49,4
2021-01-03,900,Houston,11,51,5,9,216,SW,116,Partly cloudy,0.0,0.0,51,10,6,1021,31,1,11,51,1,34,10,50,6,10,10,50,4
2021-01-03,1200,Houston,14,57,7,12,220,SW,116,Partly cloudy,0.0,0.0,43,10,6,1021,31,0,14,57,2,35,14,57,8,13,14,57,4
2021-01-03,1500,Houston,17,62,9,15,215,SW,113,Sunny,0.0,0.0,41,10,6,1019,31,0,17,62,4,38,17,62,11,17,17,62,5
2021-01-03,1800,Houston,15,58,7,11,215,SW,113,Clear,0.0,0.0,52,10,6,1018,31,0,17,62,7,45,15,58,8,13,15,58,1
2021-01-03,2100,Houston,9,49,6,10,210,SSW,113,Clear,0.0,0.0,62,10,6,1018,31,0,13,55,8,47,9,49,9,14,9,49,1
2021-01-04,0,Houston,14,57,7,12,203,SSW,113,Clear,0.0,0.0,66,10,6,1020,31,0,14,57,8,46,13,56,10,17,13,56,1
2021-01-04,300,Houston,14,57,6,10,214,SW,113,Clear,0.0,0.0,74,10,6,1019,31,0,14,57,9,49,13,56,8,13,13,56,1
